code,county,name,type,district,city,enrollment,pbe_pct,exempt,med_exempt,rel_exempt
126599,LOS ANGELES,SYLMAR LEADERSHIP ACADEMY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,119,1,0.84,0,0
6018287,LOS ANGELES,NESTLE AVENUE CHARTER,PUBLIC,LOS ANGELES UNIFIED,TARZANA,115,2,1.74,0,0
6019434,LOS ANGELES,TARZANA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TARZANA,72,1,1.39,1.39,0
6019954,LOS ANGELES,WILBUR CHARTER FOR ENRICHED ACADEMICS,PUBLIC,LOS ANGELES UNIFIED,TARZANA,136,4,3.68,0.74,0
6019525,LOS ANGELES,TOPANGA LEARN-CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TOPANGA,74,12,12.16,0,0
6017420,LOS ANGELES,HALLDALE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TORRANCE,101,1,0.99,0,0.99
6018147,LOS ANGELES,MEYLER STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TORRANCE,142,0,0,0,0
6019665,LOS ANGELES,VAN DEENE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TORRANCE,55,0,0,0,0
6018238,LOS ANGELES,MOUNTAIN VIEW ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TUJUNGA,82,1,1.22,0,0
6018717,LOS ANGELES,PINEWOOD AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,TUJUNGA,44,0,0,0,0
6018725,LOS ANGELES,PLAINVIEW ACADEMIC CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,TUJUNGA,51,6,5.88,0,0
6015770,LOS ANGELES,ANATOLA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,77,0,0,0,0
122218,LOS ANGELES,ANDRES AND MARIA CARDENAS ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,111,0,0,0,0
121079,LOS ANGELES,ARARAT CHARTER,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,51,2,1.96,0,0
6015960,LOS ANGELES,BASSETT STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,162,1,1.23,0,0.62
6016422,LOS ANGELES,CHANDLER LEARNING ACADEMY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,92,5,5.43,0,2.17
6016547,LOS ANGELES,COHASSET STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,132,0,0,0,0
6120679,LOS ANGELES,COLUMBUS AVENUE,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,118,0,0,0,0
6016943,LOS ANGELES,ERWIN ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,140,0,0,0,0
6017255,LOS ANGELES,GAULT STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,69,0,0,0,0
6017537,LOS ANGELES,HAZELTINE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,102,1,0.98,0,0
6017727,LOS ANGELES,KESTER AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,162,2,2.47,0,0
6017735,LOS ANGELES,KITTRIDGE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,157,1,1.27,0,0
128025,LOS ANGELES,LASHON ACADEMY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,54,6,5.56,0,3.7
6017842,LOS ANGELES,LEMAY STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,71,0,0,0,0
6019319,LOS ANGELES,STAGG STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,104,0,0,0,0
6019418,LOS ANGELES,SYLVAN PARK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,167,0,0,0,0
6019640,LOS ANGELES,VALERIO STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,200,0,0,0,0
1931716,LOS ANGELES,VALLEY ALTERNATIVE MAGNET,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,22,0,0,0,0
6019699,LOS ANGELES,VAN NUYS ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VAN NUYS,153,0,0,0,0
6016125,LOS ANGELES,BROADWAY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VENICE,124,2,1.61,0,0
6016539,LOS ANGELES,COEUR D'ALENE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VENICE,140,7,7.14,0,0.71
6019913,LOS ANGELES,WESTMINSTER AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,VENICE,44,0,0,0,0
120097,LOS ANGELES,ACADEMIA MODERNA,PUBLIC,LOS ANGELES UNIFIED,WALNUT PARK,72,0,0,0,0
6016331,LOS ANGELES,CAPISTRANO AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,81,0,0,0,0
117036,LOS ANGELES,ENADIA TECHNOLOGY ENRICHED CHARTER,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,42,0,0,0,0
6017438,LOS ANGELES,HAMLIN CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,80,1,1.25,0,1.25
6017529,LOS ANGELES,HAYNES CHARTER FOR ENRICHED STUDIES,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,72,3,2.78,0,0
6017693,LOS ANGELES,JUSTICE STREET ACADEMY CHARTER,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,70,0,0,0,0
6018295,LOS ANGELES,NEVADA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,84,0,0,0,0
6018774,LOS ANGELES,POMELO COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,114,5,5.26,0,1.75
6019855,LOS ANGELES,WELBY WAY ELEMENTARY CHARTER,PUBLIC,LOS ANGELES UNIFIED,WEST HILLS,66,3,3.03,0,0
6019871,LOS ANGELES,WEST HOLLYWOOD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WEST HOLLYWOOD,83,4,3.61,0,2.41
6016109,LOS ANGELES,BROAD AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,130,0,0,0,0
6017180,LOS ANGELES,FRIES AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,88,0,0,1.14,0
111955,LOS ANGELES,GEORGE DE LA TORRE JR. ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,141,1,0.71,0,0.71
6017404,LOS ANGELES,GULF AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,184,0,0,0,0
126581,LOS ANGELES,HARRY BRIDGES SPAN,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,144,0,0,0,0
6017511,LOS ANGELES,HAWAIIAN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,136,1,0.74,0,0.74
6019962,LOS ANGELES,WILMINGTON PARK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WILMINGTON,175,0,0,0,0
122226,LOS ANGELES,STANLEY MOSK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WINNETKA,122,0,0,0,0
6019384,LOS ANGELES,SUNNY BRAE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WINNETKA,122,0,0,0,0
6016240,LOS ANGELES,CALABASH CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,74,1,1.35,1.35,0
6016265,LOS ANGELES,CALVERT CHARTER FOR ENRICHED STUDIES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,62,6,6.45,1.61,3.23
6119531,LOS ANGELES,CHIME INSTITUTE'S SCHWARZENEGGER COMMUNITY,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,86,13,12.79,0,2.33
106351,LOS ANGELES,IVY ACADEMIA,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,88,1,1.14,0,0
6017891,LOS ANGELES,LOCKHURST DRIVE CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,49,0,0,0,0
6019111,LOS ANGELES,SERRANIA AVENUE CHARTER FOR ENRICHED STUDIES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,118,5,5.08,0,0
6020036,LOS ANGELES,WOODLAKE ELEMENTARY COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,75,4,4,0,1.33
6020044,LOS ANGELES,WOODLAND HILLS ELEMENTARY CHARTER FOR ENRICHED STUDIES,PUBLIC,LOS ANGELES UNIFIED,WOODLAND HILLS,177,1,0.56,0,0
6020101,LOS ANGELES,RANCHO SANTA GERTRUDES ELEMENTARY,PUBLIC,LOS NIETOS,SANTA FE SPRINGS,57,2,1.75,0,0
6020077,LOS ANGELES,ADA S. NELSON ELEMENTARY,PUBLIC,LOS NIETOS,WHITTIER,43,0,0,0,0
6020085,LOS ANGELES,AEOLIAN ELEMENTARY,PUBLIC,LOS NIETOS,WHITTIER,89,0,0,0,0
6020127,LOS ANGELES,EL PORTAL ELEMENTARY,PUBLIC,LOWELL JOINT,LA HABRA,98,1,1.02,0,0
6020176,LOS ANGELES,MACY ELEMENTARY,PUBLIC,LOWELL JOINT,LA HABRA,68,6,5.88,0,0
6020200,LOS ANGELES,OLITA ELEMENTARY,PUBLIC,LOWELL JOINT,LA HABRA,52,2,1.92,0,0
6020150,LOS ANGELES,JORDAN ELEMENTARY,PUBLIC,LOWELL JOINT,WHITTIER,57,4,3.51,0,0
6020192,LOS ANGELES,MEADOW GREEN ELEMENTARY,PUBLIC,LOWELL JOINT,WHITTIER,79,4,3.8,0,0
107912,LOS ANGELES,HELEN KELLER ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,87,0,0,0,0
6020234,LOS ANGELES,JANIE P. ABBOTT ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,95,0,0,0,0
6020242,LOS ANGELES,LINCOLN ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,76,0,0,0,0
6020259,LOS ANGELES,LINDBERGH ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,94,0,0,0,0
6020267,LOS ANGELES,LUGO ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,62,0,0,0,0
6020275,LOS ANGELES,MARK TWAIN ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,114,0,0,0,0
6020283,LOS ANGELES,ROOSEVELT ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,82,0,0,0,0
6116685,LOS ANGELES,ROSA PARKS ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,86,1,1.16,0,0
108381,LOS ANGELES,THURGOOD MARSHALL ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,120,0,0,0.83,0
6020291,LOS ANGELES,WASHINGTON ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,90,0,0,0,0
6020309,LOS ANGELES,WILL ROGERS ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,103,0,0,0,0
6020317,LOS ANGELES,WILSON ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,LYNWOOD,102,0,0,0,0
6020325,LOS ANGELES,AURELIA PENNEKAMP ELEMENTARY,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,107,3,2.8,1.87,1.87
6020358,LOS ANGELES,GRAND VIEW ELEMENTARY,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,115,3,3.48,0,0.87
6020390,LOS ANGELES,MEADOWS AVENUE ELEMENTARY,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,60,12,11.67,0,1.67
6020408,LOS ANGELES,OPAL ROBINSON ELEMENTARY,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,48,2,2.08,2.08,2.08
6020416,LOS ANGELES,PACIFIC ELEMENTARY,PUBLIC,MANHATTAN BEACH UNIFIED,MANHATTAN BEACH,89,1,1.12,0,0
6020424,LOS ANGELES,BRADOAKS ELEMENTARY,PUBLIC,MONROVIA UNIFIED,MONROVIA,72,0,0,0,0
6020457,LOS ANGELES,MAYFLOWER ELEMENTARY,PUBLIC,MONROVIA UNIFIED,MONROVIA,85,2,2.35,0,2.35
6020465,LOS ANGELES,MONROE ELEMENTARY,PUBLIC,MONROVIA UNIFIED,MONROVIA,115,4,4.35,1.74,4.35
6020473,LOS ANGELES,PLYMOUTH ELEMENTARY,PUBLIC,MONROVIA UNIFIED,MONROVIA,64,0,0,0,0
6020499,LOS ANGELES,WILD ROSE ELEMENTARY,PUBLIC,MONROVIA UNIFIED,MONROVIA,87,1,1.15,0,1.15
6020515,LOS ANGELES,BELL GARDENS ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,200,0,0,0,0
6020531,LOS ANGELES,CESAR E. CHAVEZ ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,178,1,0.56,0,0
6020564,LOS ANGELES,GARFIELD ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,115,0,0,0,0
6020655,LOS ANGELES,SUVA ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,BELL GARDENS,149,0,0,0,0
6020507,LOS ANGELES,BANDINI ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,CITY OF COMMERCE,88,1,1.14,0,0
6020648,LOS ANGELES,ROSEWOOD PARK,PUBLIC,MONTEBELLO UNIFIED,CITY OF COMMERCE,73,0,0,0,0
6020549,LOS ANGELES,JOSEPH A. GASCON ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,LOS ANGELES,176,2,2.27,0.57,0
6020622,LOS ANGELES,MONTEBELLO PARK ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,LOS ANGELES,88,0,0,0,0
6020689,LOS ANGELES,WINTER GARDENS ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,LOS ANGELES,110,0,0,0,0
6020556,LOS ANGELES,FREMONT ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,87,0,0,0,0
6020580,LOS ANGELES,GREENWOOD ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,196,0,0,0,0
6020598,LOS ANGELES,LA MERCED ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,134,1,0.75,0,0
6020663,LOS ANGELES,WASHINGTON ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,143,0,0,0,0
6020671,LOS ANGELES,WILCOX ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEBELLO,116,0,0,0,0
6020523,LOS ANGELES,BELLA VISTA ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,MONTEREY PARK,83,4,3.61,0,0
6020614,LOS ANGELES,MONTEBELLO GARDENS ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,PICO RIVERA,62,2,1.61,0,0
6020630,LOS ANGELES,POTRERO HEIGHTS ELEMENTARY,PUBLIC,MONTEBELLO UNIFIED,SOUTH SAN GABRIEL,55,0,0,0,0
6020697,LOS ANGELES,BAKER ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,106,0,0,0,0
6020713,LOS ANGELES,COGSWELL ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,62,2,1.61,0,0
6020739,LOS ANGELES,JERRY VOORHIS ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,96,0,0,0,0
6020721,LOS ANGELES,LA PRIMARIA ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,78,0,0,0,0
6020747,LOS ANGELES,MAXSON ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,93,0,0,0,0
6020754,LOS ANGELES,MIRAMONTE ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,86,0,0,0,0
6020762,LOS ANGELES,MONTE VISTA ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,93,0,0,0,0
6020770,LOS ANGELES,PARKVIEW ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,143,0,0,0.7,0
6105407,LOS ANGELES,TWIN LAKES ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,78,3,2.56,0,0
6020788,LOS ANGELES,WILLARD F. PAYNE ELEMENTARY,PUBLIC,MOUNTAIN VIEW ELEMENTARY,EL MONTE,76,0,0,0,0
100644,LOS ANGELES,DR. J. MICHAEL MCGRATH ELEMENTARY,PUBLIC,NEWHALL,NEWHALL,94,0,0,0,0
6020796,LOS ANGELES,NEWHALL ELEMENTARY,PUBLIC,NEWHALL,NEWHALL,98,0,0,0,0
6020804,LOS ANGELES,PEACHLAND AVENUE ELEMENTARY,PUBLIC,NEWHALL,NEWHALL,88,0,0,0,0
6020812,LOS ANGELES,WILEY CANYON ELEMENTARY,PUBLIC,NEWHALL,NEWHALL,94,1,1.06,0,1.06
100636,LOS ANGELES,PICO CANYON ELEMENTARY,PUBLIC,NEWHALL,STEVENSON RANCH,125,4,4,0,0
6113047,LOS ANGELES,STEVENSON RANCH ELEMENTARY,PUBLIC,NEWHALL,STEVENSON RANCH,98,2,2.04,0,0
6095442,LOS ANGELES,MEADOWS ELEMENTARY,PUBLIC,NEWHALL,VALENCIA,72,1,1.39,0,0
108027,LOS ANGELES,OAK HILLS ELEMENTARY,PUBLIC,NEWHALL,VALENCIA,80,4,3.75,0,0
6066773,LOS ANGELES,OLD ORCHARD ELEMENTARY,PUBLIC,NEWHALL,VALENCIA,57,2,1.75,0,0
6107171,LOS ANGELES,VALENCIA VALLEY ELEMENTARY,PUBLIC,NEWHALL,VALENCIA,93,4,4.3,0,0
6020903,LOS ANGELES,EASTWOOD ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,70,0,0,0,0
6020929,LOS ANGELES,ESCALONA ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,106,0,0,4.72,0
6020937,LOS ANGELES,FOSTER ROAD ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,85,1,1.18,1.18,1.18
6020945,LOS ANGELES,GARDENHILL ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,108,0,0,0,0
6021000,LOS ANGELES,JOHN FOSTER DULLES ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,67,6,5.97,0,0
6021034,LOS ANGELES,LA PLUMA ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,LA MIRADA,65,3,3.08,0,3.08
6020838,LOS ANGELES,ANNA M. GLAZIER ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,85,1,1.18,0,1.18
6021091,LOS ANGELES,ARTURO SANCHEZ ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,61,0,0,0,0
6020853,LOS ANGELES,CESAR CHAVEZ ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,77,0,0,0,0
6020895,LOS ANGELES,D. D. JOHNSTON ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,58,2,1.72,0,0
6020952,LOS ANGELES,EARL E. EDMONDSON ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,108,0,0,0,0
6020994,LOS ANGELES,JOHN DOLLAND ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,116,1,0.86,0,0.86
6021018,LOS ANGELES,JOHN H. NUFFER ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,58,2,1.72,0,1.72
6021026,LOS ANGELES,JULIA B. MORRISON ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,166,0,0,0,0
6020911,LOS ANGELES,LORETTA LAMPTON ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,98,0,0,0,0
6021083,LOS ANGELES,NEW RIVER ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,49,0,0,0,0
6021133,LOS ANGELES,THOMAS B. MOFFITT ELEMENTARY,PUBLIC,NORWALK-LA MIRADA UNIFIED,NORWALK,76,3,2.63,0,2.63
6111538,LOS ANGELES,BARREL SPRINGS ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,118,1,0.85,0,0
6108609,LOS ANGELES,BUENA VISTA ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,113,2,1.77,0,0
6106900,LOS ANGELES,CHAPARRAL ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,151,1,0.66,0,0
6113906,LOS ANGELES,CIMARRON ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,122,2,1.64,0,0
6105621,LOS ANGELES,DESERT ROSE ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,152,2,1.97,0,0
124156,LOS ANGELES,DOS CAMINOS,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,114,3,2.63,0,0
6118749,LOS ANGELES,GOLDEN POPPY ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,122,0,0,0,0
6119580,LOS ANGELES,GUIDANCE CHARTER,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,38,0,0,0,0
6106793,LOS ANGELES,JOSHUA HILLS ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,95,0,0,0,0
6119143,LOS ANGELES,LOS AMIGOS,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,105,0,0,0,0
6021158,LOS ANGELES,MANZANITA ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,116,0,0,0,0
6108625,LOS ANGELES,MESQUITE ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,124,1,0.81,0,0
6021141,LOS ANGELES,OCOTILLO ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,136,1,0.74,0,0
6107635,LOS ANGELES,PALM TREE ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,111,0,0,0,0
6111546,LOS ANGELES,PALMDALE LEARNING PLAZA,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,79,4,3.8,0,0
6115273,LOS ANGELES,QUAIL VALLEY ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,122,0,0,0,0
6108633,LOS ANGELES,SUMMERWIND ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,132,1,0.76,0,0
129973,LOS ANGELES,TAMARISK,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,178,0,0,0,0
6021190,LOS ANGELES,TUMBLEWEED ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,194,1,0.52,0,0
6021208,LOS ANGELES,YUCCA ELEMENTARY,PUBLIC,PALMDALE ELEMENTARY,PALMDALE,119,1,0.84,0,0
6021240,LOS ANGELES,LUNADA BAY ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,PALOS VERDES ESTATES,70,3,2.86,0,0
6021299,LOS ANGELES,MONTEMALAGA ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,PALOS VERDES ESTATES,82,2,2.44,0,1.22
6021307,LOS ANGELES,CORNERSTONE AT PEDREGAL ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,65,9,9.23,4.62,0
6021273,LOS ANGELES,MIRA CATALINA ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,71,0,0,0,0
6021315,LOS ANGELES,POINT VICENTE ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,94,2,2.13,0,0
6021349,LOS ANGELES,SILVER SPUR ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,98,8,8.16,0,0
6021356,LOS ANGELES,SOLEADO ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,94,1,1.06,0,1.06
6021372,LOS ANGELES,VISTA GRANDE ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,RANCHO PALOS VERDES,73,8,8.22,0,0
6116172,LOS ANGELES,DAPPLEGRAY ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,ROLLING HILLS ESTATES,99,3,3.03,0,1.01
6021323,LOS ANGELES,RANCHO VISTA ELEMENTARY,PUBLIC,PALOS VERDES PENINSULA UNIFIED,ROLLING HILLS ESTATES,78,9,8.97,0,0
6021380,LOS ANGELES,CAPTAIN RAYMOND COLLINS,PUBLIC,PARAMOUNT UNIFIED,LONG BEACH,88,1,1.14,0,0
6021430,LOS ANGELES,ABRAHAM LINCOLN,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,89,0,0,0,0
6021489,LOS ANGELES,HARRY WIRTZ ELEMENTARY,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,96,0,0,0,0
108779,LOS ANGELES,HOWARD TANNER,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,84,0,0,0,0
6117444,LOS ANGELES,JEFFERSON ELEMENTARY,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,69,0,0,0,0
6021448,LOS ANGELES,LOS CERRITOS,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,85,1,1.18,0,0
6021463,LOS ANGELES,MAJOR LYNN MOKLER,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,94,0,0,0,0
6021455,LOS ANGELES,MARK KEPPEL,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,78,0,0,3.85,0
6021471,LOS ANGELES,THEODORE ROOSEVELT,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,114,0,0,0.88,0
6021398,LOS ANGELES,WESLEY GAINES,PUBLIC,PARAMOUNT UNIFIED,PARAMOUNT,95,0,0,0,0
6021414,LOS ANGELES,HOLLYDALE,PUBLIC,PARAMOUNT UNIFIED,SOUTH GATE,98,0,0,0,0
6021505,LOS ANGELES,ALTADENA ELEMENTARY,PUBLIC,PASADENA UNIFIED,ALTADENA,37,0,0,0,0
113472,LOS ANGELES,AVESON SCHOOL OF LEADERS,PUBLIC,PASADENA UNIFIED,ALTADENA,65,0,0,30.77,0
6021588,LOS ANGELES,FRANKLIN ELEMENTARY,PUBLIC,PASADENA UNIFIED,ALTADENA,35,0,0,0,0
6021620,LOS ANGELES,JACKSON ELEMENTARY,PUBLIC,PASADENA UNIFIED,ALTADENA,106,1,0.94,0,0.94
113894,LOS ANGELES,PASADENA ROSEBUD ACADEMY,PUBLIC,PASADENA UNIFIED,ALTADENA,18,0,0,0,0
6021547,LOS ANGELES,CLEVELAND ELEMENTARY,PUBLIC,PASADENA UNIFIED,PASADENA,36,0,0,0,0
