code,county,name,type,district,city,enrollment,pbe_pct,exempt,med_exempt,rel_exempt
6019053,LOS ANGELES,SAN PEDRO STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,158,0,0,0,0
6019079,LOS ANGELES,SANTA MONICA BOULEVARD COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,144,0,0,0,0
6066286,LOS ANGELES,SATURN STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,66,2,1.52,0,0
6019095,LOS ANGELES,SECOND STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,58,0,0,0,0
6019103,LOS ANGELES,SELMA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,25,0,0,0,0
6019137,LOS ANGELES,SEVENTY-FIFTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,162,0,0,0,0
6019145,LOS ANGELES,SEVENTY-FOURTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,81,0,0,0,0
6019160,LOS ANGELES,SHENANDOAH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,112,0,0,0,0
6019202,LOS ANGELES,SHORT AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,48,2,2.08,0,0
6019210,LOS ANGELES,SIERRA PARK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,66,0,0,0,0
6019228,LOS ANGELES,SIERRA VISTA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,39,8,7.69,0,0
6019236,LOS ANGELES,SIXTH AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,110,2,1.82,0,0
6019244,LOS ANGELES,SIXTY-EIGHTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,146,0,0,0,0
6019251,LOS ANGELES,SIXTY-FIRST STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,71,0,0,0,0
6019269,LOS ANGELES,SIXTY-SIXTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,158,0,0,0,0
6019277,LOS ANGELES,SOLANO AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,40,0,0,0,0
6019285,LOS ANGELES,SOTO STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,44,0,0,0,0
6019293,LOS ANGELES,SOUTH PARK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,164,0,0,0,0
126417,LOS ANGELES,SOUTH REGION ELEMENTARY 10,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,78,0,0,0,0
126425,LOS ANGELES,SOUTH REGION ELEMENTARY 11,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,113,0,0,0,0
6104822,LOS ANGELES,SUNRISE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,39,0,0,0,0
106427,LOS ANGELES,SYNERGY CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,52,0,0,0,0
6019467,LOS ANGELES,THIRD STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,125,0,0,0,0
6019475,LOS ANGELES,THIRTY-SECOND STREET USC PERFORMING ARTS,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,44,2,2.27,0,2.27
6019509,LOS ANGELES,TOLAND WAY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,61,0,0,0,0
6019582,LOS ANGELES,TWENTIETH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,112,0,0,0,0
6019590,LOS ANGELES,TWENTY-EIGHTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,126,0,0,0,0
6019608,LOS ANGELES,TWENTY-FOURTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,130,0,0,0,0
6019624,LOS ANGELES,UNION AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,187,0,0,0,0
6019632,LOS ANGELES,UTAH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,44,0,0,0,0
6019657,LOS ANGELES,VALLEY VIEW ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,37,0,0,2.7,0
6019681,LOS ANGELES,VAN NESS AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,33,0,0,0,0
6019731,LOS ANGELES,VERMONT AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,115,0,0,0,0
6019749,LOS ANGELES,VERNON CITY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,45,0,0,0,0
6019772,LOS ANGELES,VINE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,81,0,0,0,0
6019806,LOS ANGELES,VIRGINIA ROAD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,68,1,1.47,0,1.47
6019814,LOS ANGELES,WADSWORTH AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,149,0,0,0,0
6019822,LOS ANGELES,WALGROVE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,63,0,0,0,0
6019830,LOS ANGELES,WARNER AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,110,1,0.91,0,0
109306,LOS ANGELES,WASHINGTON PRIMARY CENTER,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,126,0,0,0,0
6114912,LOS ANGELES,WATTS LEARNING CENTER,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,62,0,0,0,0
6019848,LOS ANGELES,WEIGAND AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,108,0,0,0,0
6019863,LOS ANGELES,WEST ATHENS ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,148,0,0,0,0
6019889,LOS ANGELES,WEST VERNON AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,138,0,0,0,0
6019905,LOS ANGELES,WESTERN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,80,0,0,0,0
6019921,LOS ANGELES,WESTPORT HEIGHTS ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,72,4,4.17,0,2.78
121012,LOS ANGELES,WESTSIDE INNOVATIVE SCHOOL HOUSE,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,88,1,1.14,0,0
6019939,LOS ANGELES,WESTWOOD CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,186,2,1.61,0,0
6017446,LOS ANGELES,WILLIAM R. ANTON ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,131,1,0.76,0,0
6019970,LOS ANGELES,WILSHIRE CREST ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,47,0,0,0,0
112003,LOS ANGELES,WILSHIRE PARK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,85,0,0,0,0
6019988,LOS ANGELES,WILTON PLACE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,114,0,0,0,0
6019996,LOS ANGELES,WINDSOR HILLS MATH SCIENCE,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,69,0,0,0,0
122150,LOS ANGELES,WISDOM ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,146,1,1.37,0,0
6020010,LOS ANGELES,WONDERLAND AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,68,3,2.94,0,0
6020028,LOS ANGELES,WOODCREST ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,151,0,0,0,0
6119929,LOS ANGELES,XINAXCALMECAC ACADEMIA SEMILLAS DEL PUEBLO,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,31,6,6.45,0,3.23
6017677,LOS ANGELES,YES ACADEMY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,125,0,0,0,0
6020069,LOS ANGELES,YORKDALE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,47,0,0,2.13,0
129825,LOS ANGELES,CLEMENTE CHARTER,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,43,0,0,0,0
6089700,LOS ANGELES,FISHBURN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,99,0,0,0,0
6017545,LOS ANGELES,HELIOTROPE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,130,0,0,0,0
6017925,LOS ANGELES,LOMA VISTA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,MAYWOOD,139,0,0,0,0
6019038,LOS ANGELES,SAN JOSE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,MISSION HILLS,105,0,0,0,0
6018931,LOS ANGELES,ROBERT HILL LANE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,MONTEREY PARK,66,0,0,0,0
122234,LOS ANGELES,CARLOS SANTANA ARTS ACADEMY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,95,0,0,0,0
6017289,LOS ANGELES,GLEDHILL STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,58,0,0,1.72,0
6017776,LOS ANGELES,LANGDON AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,107,0,0,0,0
6017792,LOS ANGELES,LASSEN ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,92,0,0,0,0
6018089,LOS ANGELES,MAYALL STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,87,0,0,0,0
6018394,LOS ANGELES,NOBLE AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,159,0,0,0,0
6018691,LOS ANGELES,PARTHENIA STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,133,0,0,0.75,0
6018758,LOS ANGELES,PLUMMER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,175,1,0.57,0,0
109371,LOS ANGELES,ROSA PARKS LEARNING CENTER,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,153,1,0.65,0,0
122754,LOS ANGELES,VALLEY CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,44,11,11.36,0,0
6019798,LOS ANGELES,VINTAGE MATH SCIENCE TECHNOLOGY MAGNET,PUBLIC,LOS ANGELES UNIFIED,NORTH HILLS,26,0,0,0,0
6015879,LOS ANGELES,ARMINTA STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,78,1,1.28,0,1.28
106914,LOS ANGELES,BELLINGHAM ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,124,1,0.81,0,0.81
6069157,LOS ANGELES,BERENECE CARLSON HOME HOSPITAL,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,23,0,0,30.43,0
6016182,LOS ANGELES,BURBANK BOULEVARD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,61,11,11.48,0,11.48
6016273,LOS ANGELES,CAMELLIA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,141,0,0,0,0
123166,LOS ANGELES,CELERITY PALMATI CHARTER,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,71,0,0,0,0
6016554,LOS ANGELES,COLDWATER CANYON ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,154,0,0,0,0
6016562,LOS ANGELES,COLFAX CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,123,5,4.88,0,0
6016984,LOS ANGELES,FAIR AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,199,1,1.01,0,0.5
6018196,LOS ANGELES,JOHN B. MONLUX ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,103,0,0,0,0
122192,LOS ANGELES,JULIE KORENSTEIN ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,119,0,0,0,0
6017784,LOS ANGELES,LANKERSHIM ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,83,2,2.41,0,2.41
109397,LOS ANGELES,MAURICE SENDAK ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,88,0,0,0,0
6018626,LOS ANGELES,OXNARD STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,84,0,0,0,0
6018907,LOS ANGELES,RIO VISTA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,98,4,4.08,0,0
6019087,LOS ANGELES,SATICOY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,122,2,1.64,1.64,0
6019368,LOS ANGELES,STRATHERN STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,156,1,1.28,0,1.28
6019517,LOS ANGELES,TOLUCA LAKE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,112,4,3.57,0,3.57
6019764,LOS ANGELES,VICTORY BOULEVARD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTH HOLLYWOOD,112,2,1.79,0,0
6015796,LOS ANGELES,ANDASOL AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,72,0,0,0,0
6015986,LOS ANGELES,BECKFORD CHARTER FOR ENRICHED STUDIES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,89,2,2.25,0,0
6016257,LOS ANGELES,CALAHAN COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,123,0,0,0,0
6071435,LOS ANGELES,CASTLEBAY LANE CHARTER,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,160,2,1.88,0,1.88
6016703,LOS ANGELES,DARBY AVENUE CHARTER,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,93,1,1.08,0,0
6016729,LOS ANGELES,DEARBORN ELEMENTARY CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,79,1,1.27,0,0
6017966,LOS ANGELES,LORNE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,90,0,0,0,0
117655,LOS ANGELES,MAGNOLIA SCIENCE ACADEMY 7,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,27,0,0,0,0
6018279,LOS ANGELES,NAPA STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,83,0,0,0,0
6019533,LOS ANGELES,TOPEKA CHARTER SCHOOL FOR ADVANCED STUDIES,PUBLIC,LOS ANGELES UNIFIED,NORTHRIDGE,111,2,1.8,0,0.9
6018063,LOS ANGELES,MARQUEZ CHARTER,PUBLIC,LOS ANGELES UNIFIED,PACIFIC PALISADES,87,7,6.9,0,0
6018634,LOS ANGELES,PALISADES CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACIFIC PALISADES,85,4,3.53,0,0
115048,LOS ANGELES,FENTON PRIMARY CENTER,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,260,2,1.54,0,0.77
6017412,LOS ANGELES,HADDON AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,150,0,0,0,0
6017081,LOS ANGELES,HILLERY T. BROADOUS ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,98,1,1.02,0,1.02
6018204,LOS ANGELES,MONTAGUE CHARTER ACADEMY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,200,1,1,0,0
6018642,LOS ANGELES,PACOIMA CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,222,1,0.9,0,0
6110951,LOS ANGELES,SARA COUGHLIN ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,132,0,0,0,0
6019442,LOS ANGELES,TELFAIR AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOIMA,114,0,0,0,0
6016315,LOS ANGELES,CANTERBURY AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PACOMIA,158,0,0,0,0
122184,LOS ANGELES,ALTA CALIFORNIA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,116,0,0,0,0
6016208,LOS ANGELES,BURTON STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,85,0,0,0,0
6016455,LOS ANGELES,CHASE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,120,0,0,0,0
6017867,LOS ANGELES,LIGGETT STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,149,0,0,0,0
126441,LOS ANGELES,MICHELLE OBAMA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,158,0,0,0,0
109389,LOS ANGELES,PANORAMA CITY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,119,0,0,0,0
6116842,LOS ANGELES,PRIMARY ACADEMY FOR SUCCESS,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,122,0,0,0,0
6018832,LOS ANGELES,RANCHITO AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PANORAMA CITY,114,0,0,1.75,0
6018709,LOS ANGELES,PASEO DEL REY FUNDAMENTAL,PUBLIC,LOS ANGELES UNIFIED,PLAYA DEL REY,37,11,10.81,0,0
126383,LOS ANGELES,PLAYA VISTA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,PLAYA VISTA,112,1,0.89,0,0.89
126607,LOS ANGELES,PORTER RANCH COMMUNITY,PUBLIC,LOS ANGELES UNIFIED,PORTER RANCH,136,0,0,0.74,0
6016661,LOS ANGELES,CRESTWOOD STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RANCHO PALOS VERDES,75,1,1.33,0,0
6016026,LOS ANGELES,BERTRAND AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,78,0,0,0,0
6016034,LOS ANGELES,BLYTHE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,96,0,0,0,0
6016307,LOS ANGELES,CANTARA STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,77,0,0,0,0
6017206,LOS ANGELES,GARDEN GROVE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,91,0,0,0,0
6018121,LOS ANGELES,MELVIN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,67,0,0,0,0
6018311,LOS ANGELES,NEWCASTLE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,72,1,1.39,0,0
6018857,LOS ANGELES,RESEDA ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,65,0,0,0,0
6019194,LOS ANGELES,SHIRLEY AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,88,3,3.41,0,0
6019707,LOS ANGELES,VANALDEN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,RESEDA,64,0,0,0,0
6017388,LOS ANGELES,GRIDLEY STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,113,0,0,0,0
6018220,LOS ANGELES,MORNINGSIDE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,105,0,0,0,0
6018444,LOS ANGELES,O'MELVENY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,114,0,0,0,0
6019012,LOS ANGELES,SAN FERNANDO ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,118,0,0,0,0
6019715,LOS ANGELES,VAUGHN NEXT CENTURY LEARNING CENTER,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,275,0,0.36,0,0.36
122200,LOS ANGELES,VISTA DEL VALLE DUAL LANGUAGE ACADEMY,PUBLIC,LOS ANGELES UNIFIED,SAN FERNANDO,87,1,1.15,0,0
6015945,LOS ANGELES,BANDINI STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,54,2,1.85,0,0
6015952,LOS ANGELES,BARTON HILL ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,119,0,0,0,0
6016224,LOS ANGELES,CABRILLO AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,95,2,2.11,0,1.05
6017032,LOS ANGELES,FIFTEENTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,121,1,0.83,0,0
6017834,LOS ANGELES,LELAND STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,129,0,0,0,0
6018675,LOS ANGELES,PARK WESTERN PLACE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,93,0,0,0,0
6018766,LOS ANGELES,POINT FERMIN ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,53,0,0,0,0
6019129,LOS ANGELES,SEVENTH STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,109,4,3.67,0,0
6019301,LOS ANGELES,SOUTH SHORES CSUDH VISUAL AND PERFORMING ARTS,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,23,0,0,0,0
6019426,LOS ANGELES,TAPER AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,115,4,4.35,1.74,0
6019947,LOS ANGELES,WHITE POINT ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SAN PEDRO,66,2,1.52,0,0
6016323,LOS ANGELES,CANYON ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SANTA MONICA,65,6,6.15,0,0
6016778,LOS ANGELES,DIXIE CANYON COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,125,0,0,0,0
6018923,LOS ANGELES,RIVERSIDE DRIVE CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,126,8,7.94,0.79,0
6019186,LOS ANGELES,SHERMAN OAKS ELEMENTARY CHARTER,PUBLIC,LOS ANGELES UNIFIED,SHERMAN OAKS,169,3,2.96,0,0
122622,LOS ANGELES,ASPIRE FIRESTONE ACADEMY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,56,0,0,0,0
122614,LOS ANGELES,ASPIRE GATEWAY ACADEMY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,77,1,1.3,0,1.3
6016158,LOS ANGELES,BRYSON AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,144,0,0,0,0
6114722,LOS ANGELES,INDEPENDENCE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,120,0,0,0,0
6017859,LOS ANGELES,LIBERTY BOULEVARD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,90,0,0,0,0
109413,LOS ANGELES,MADISON ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,134,0,0,0.75,0
6107403,LOS ANGELES,MONTARA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,129,0,0,0,0
6019020,LOS ANGELES,SAN GABRIEL AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,126,0,0,0,0
6108641,LOS ANGELES,SAN MIGUEL ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,185,0,0,0,0
106930,LOS ANGELES,STANFORD PRIMARY CENTER,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,165,0,0,0,0
6019335,LOS ANGELES,STATE STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,116,1,0.86,0,0.86
6019574,LOS ANGELES,TWEEDY ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,142,0,0,0,0
6019756,LOS ANGELES,VICTORIA AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,100,0,0,0,0
126409,LOS ANGELES,WILLOW ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SOUTH GATE,115,0,0,0,0
6016356,LOS ANGELES,CARPENTER COMMUNITY CHARTER,PUBLIC,LOS ANGELES UNIFIED,STUDIO CITY,187,9,8.56,0,0
123984,LOS ANGELES,CELERITY CARDINAL CHARTER,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,66,0,0,0,0
6017024,LOS ANGELES,FERNANGELES ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,159,0,0,0,0
6017313,LOS ANGELES,GLENWOOD ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,85,0,0,0,0
6018956,LOS ANGELES,ROSCOE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,121,0,0,0,0
6019343,LOS ANGELES,STONEHURST AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,82,0,0,0,0
6019780,LOS ANGELES,VINEDALE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUN VALLEY,36,0,0,0,0
6015846,LOS ANGELES,APPERSON STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUNLAND,58,7,6.9,0,0
6019376,LOS ANGELES,SUNLAND ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SUNLAND,61,2,1.64,0,0
6016828,LOS ANGELES,DYER STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,112,0,0,0,0
6016851,LOS ANGELES,EL DORADO AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,90,0,0,0,0
6017479,LOS ANGELES,HARDING STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,70,0,0,0,0
6017552,LOS ANGELES,HERRICK AVENUE ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,104,1,0.96,0,0
6017644,LOS ANGELES,HUBBARD STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,94,1,1.06,0,0
6018592,LOS ANGELES,OSCEOLA STREET ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,55,0,0,0,0
129619,LOS ANGELES,PUC COMMUNITY CHARTER ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,65,0,0,0,0
6019400,LOS ANGELES,SYLMAR ELEMENTARY,PUBLIC,LOS ANGELES UNIFIED,SYLMAR,92,0,0,0,0
